2아파트명,구,동,위도,경도
인택스파크뷰,강동구,성내동,37.5234213886515,127.130491879869
일심,강동구,성내동,37.53141215432975,127.13626673373267
주성AURA1,강동구,성내동,,
중명,강동구,성내동,37.52688441680046,127.13087350391939
중앙,강동구,성내동,37.53159703628849,127.13052648695287
중앙하이츠,강동구,성내동,37.53044580684183,127.13352709681517
집앤사베니아파트,강동구,성내동,37.5280819486058,127.127486163531
집앤사비디아파트,강동구,성내동,37.5273730671856,127.128955658286
집앤사비카,강동구,성내동,37.5297413088146,127.132652443163
집앤사비키아파트,강동구,성내동,37.5274607097621,127.128730678489
청구빌라트,강동구,성내동,37.527059298186295,127.12238903048792
코랜드빌리지,강동구,성내동,37.526582409109764,127.1269032564285
코오롱(1차),강동구,성내동,37.53436106483173,127.1323619320905
코오롱2,강동구,성내동,,
타운빌라트,강동구,성내동,37.52512206272395,127.12840650918795
탑건위너빌,강동구,성내동,37.52803497979399,127.12506732443052
태천,강동구,성내동,37.5319002342736,127.13492580874
태천해오름,강동구,성내동,37.52968723870765,127.13504627018041
태천해오름(412-1),강동구,성내동,37.529792634898385,127.13506456171977
태천해오름15차,강동구,성내동,,
파라디아,강동구,성내동,37.53186662783111,127.12278607897427
파크뷰진도맨션,강동구,성내동,37.52768786270163,127.12096460253379
파크뷰캐슬,강동구,성내동,37.52489870152259,127.12749432175407
파크프라자,강동구,성내동,37.526865851257,127.134566037519
포레스(A동),강동구,성내동,37.53294165730907,127.12265546841583
포레스(B동),강동구,성내동,37.53310552391904,127.1227666135081
포레스(C동),강동구,성내동,37.53327115474089,127.12291396670933
하나플러스,강동구,성내동,37.524038211701615,127.13000425066173
하나플러스ll,강동구,성내동,37.52534115614168,127.13154504953752
한강훼미리,강동구,성내동,37.52973549689369,127.13381092933254
한독,강동구,성내동,37.52637795775725,127.12932500959103
한솔브리즈,강동구,성내동,37.52488526129799,127.12990616866831
한솔브리즈(199-4),강동구,성내동,,
한솔애리즈,강동구,성내동,37.53108705692965,127.13375903834604
한솔애리즈(405-5),강동구,성내동,,
한솔애리즈1,강동구,성내동,37.52576866491033,127.13276758724825
한솔애리즈202동,강동구,성내동,37.52929713886305,127.13422647848226
한솔애리즈2차,강동구,성내동,37.52896739373024,127.1342077862873
한솔애리즈3차,강동구,성내동,37.529381041448566,127.13172863264661
한솔애리즈501동,강동구,성내동,37.52576866491033,127.13276758724825
한솔애리즈601동,강동구,성내동,37.534472924727865,127.13463288121727
한양립스,강동구,성내동,37.534183290473294,127.13578074308336
한영해시안아파트,강동구,성내동,37.5297088848687,127.122637729852
해가든,강동구,성내동,37.5325117650779,127.13748497435985
해가든(454-1),강동구,성내동,,
현대,강동구,성내동,37.5264459572507,127.129759544092
현대상가,강동구,성내동,37.53317095337659,127.1330658199676
현대제이드,강동구,성내동,37.526210335301265,127.12432441383774
현대코럴,강동구,성내동,,
현대토파즈,강동구,성내동,37.525471590010746,127.12595336221631
호암아펙스,강동구,성내동,37.52857360472892,127.1217851134418
힐데스하임올림픽파크아파트,강동구,성내동,37.52407097878794,127.13294444882646
경지리버캐슬,강동구,암사동,37.55112689342565,127.12402628929121
내일쎄닛빌,강동구,암사동,37.55359376564636,127.13076175764434
다성리버빌,강동구,암사동,37.55537495252382,127.13002245386812
다성이즈빌,강동구,암사동,37.55431707455187,127.13335012356472
다성이즈빌Ⅰ,강동구,암사동,,
대명,강동구,암사동,37.55525676851092,127.1357623826694
대송,강동구,암사동,37.55571313229696,127.13056174818087
대원,강동구,암사동,37.55433199772501,127.13047672337521
대은팰리스뷰(101),강동구,암사동,37.55190545785581,127.12731623955874
대은팰리스뷰(102),강동구,암사동,37.55211260758335,127.12739015129414
대의아름누리,강동구,암사동,37.5530155284855,127.14152543957
동양넥스빌,강동구,암사동,,
동원베네스트,강동구,암사동,37.55410513451745,127.13112027228111
라움(492-28),강동구,암사동,,
라움(492-45),강동구,암사동,,
롯데캐슬퍼스트,강동구,암사동,37.55662489972904,127.1430397571237
리치,강동구,암사동,37.550600058824465,127.12378889944765
메이저(474-21),강동구,암사동,,
삼성광나루,강동구,암사동,37.55403745044372,127.12710031436973
삼화그린,강동구,암사동,37.55323854946406,127.13574966793682
새롬,강동구,암사동,37.55391757697079,127.13603156358658
선사현대아파트,강동구,암사동,37.55224672809914,127.1266717599396
신동아빌라트,강동구,암사동,37.556152579682184,127.13713115388092
암사e편한세상,강동구,암사동,37.5512815429311,127.1388831069819
암사동한솔,강동구,암사동,37.552076347954575,127.14030144736682
암사라인,강동구,암사동,37.555214969690276,127.13129423965424
양지벨로스,강동구,암사동,37.5536849523825,127.134605191052
에스엠해그린,강동구,암사동,37.54530154418081,127.14567506700149
영상라이브센스,강동구,암사동,37.555309158826184,127.13406940860776
영진해가든(2동),강동구,암사동,,
우암쎈스뷰,강동구,암사동,37.55341484421984,127.12960258208757
정산(101동),강동구,암사동,37.5549816379351,127.13045748494187
정산(102동),강동구,암사동,37.555389850084694,127.13040274169072
정산(103동),강동구,암사동,37.55534625942557,127.13071276010865
중앙하이츠,강동구,암사동,37.55121012247407,127.1320250621637
풍천,강동구,암사동,37.552424474963075,127.1289376984412
프라이어팰리스,강동구,암사동,37.55352610318784,127.13949839212972
한강리치팰리스,강동구,암사동,37.550600058824465,127.12378889944765
한강포스파크,강동구,암사동,37.55623879033133,127.13424309929779
한강현대,강동구,암사동,37.555499109211,127.13181080868
한건,강동구,암사동,37.5511870349931,127.13009665848752
한건브리앙,강동구,암사동,37.5511870349931,127.13009665848752
한솔솔파크,강동구,암사동,37.54963351613407,127.12357115676717
현대홈타운,강동구,암사동,37.556410512934974,127.13846256137452
효정하나플러스,강동구,암사동,37.551427438799784,127.13426615607541
힐스테이트 강동 리버뷰,강동구,암사동,37.54881982042725,127.12537024107174
SM이로빌아파트,강동구,천호동,37.54201133505626,127.13950861824232
강동밀레니얼중흥S-클래스,강동구,천호동,37.541331014180386,127.12761847646024
강동상떼빌,강동구,천호동,37.537013970748916,127.13041712548596
강동역두산위브센티움,강동구,천호동,37.53722353140524,127.13476115513053
강동역신동아파밀리에,강동구,천호동,37.5365689827386,127.133547065604
강동이루미아파트,강동구,천호동,37.543862673987775,127.14044899766547
강동파크빌,강동구,천호동,37.5378367727264,127.131060100042
강변그대가갤럭시,강동구,천호동,37.5466395752889,127.12263377627674
강변그대가리버뷰,강동구,천호동,37.54833632721124,127.1233336372376
고려아파트(A동),강동구,천호동,37.55029506247684,127.14106876528153
고려아파트(B동),강동구,천호동,37.55027225748914,127.14130297477091
고려아파트(C동),강동구,천호동,37.55003171059321,127.14128667755058
고려아파트(D동),강동구,천호동,37.550062728568534,127.14096534713731
골드하임(101동),강동구,천호동,37.541883050090775,127.13826822489257
골드하임(102동),강동구,천호동,37.541846699882996,127.13853293510951
광남벨라스2차아파트,강동구,천호동,37.54277968348032,127.13891712233958
광남벨라스2차아파트(53-32),강동구,천호동,,
광남벨라스643V(50-32),강동구,천호동,,
광남벨라스643V(50-7),강동구,천호동,,
광남캐스빌아파트,강동구,천호동,37.54250125803238,127.139695103194
그랜드밸리아파트,강동구,천호동,37.54660124612542,127.14159139247906
금성타운,강동구,천호동,37.54280341773517,127.14018109830337
금호아파트,강동구,천호동,37.544815650311186,127.14218887999928
늘푸른아파트,강동구,천호동,37.54216491984147,127.14067777687728
다성시티아파트,강동구,천호동,37.54264233211499,127.139256329232
다성씨티아파트,강동구,천호동,37.54264233211499,127.139256329232
다성씨티아파트(340-6),강동구,천호동,,
다성이즈빌(121-32),강동구,천호동,,
다성이즈빌(320),강동구,천호동,37.54769828437691,127.1234638534148
다성이즈빌(437-22),강동구,천호동,,
다성이즈빌(50-11),강동구,천호동,,
다성이즈빌아파트(55-25),강동구,천호동,,
대명사이버아파트,강동구,천호동,37.54346673532782,127.14002731770996
대명에버빌아파트,강동구,천호동,37.54214798032263,127.13823703126195
대우한강베네시티,강동구,천호동,37.54061129486903,127.12492312779793
동구햇살아파트,강동구,천호동,37.54823386087569,127.14083289788334
동성아파트,강동구,천호동,37.546752336873695,127.14107001009155
동아코아아파트,강동구,천호동,37.5412698062232,127.12588375421507
동아하이빌아파트,강동구,천호동,37.54471302389559,127.13442158557712
두산위브센티움,강동구,천호동,37.53941706613982,127.12699176310136
래미안강동팰리스,강동구,천호동,37.53738879127191,127.13203463437566
로뎀,강동구,천호동,37.5382898322187,127.131997753011
리버하임아파트,강동구,천호동,37.54107826769439,127.11945189700877
미사아름채아파트,강동구,천호동,,
베네캐슬,강동구,천호동,37.54155091140781,127.13247874147069
베스트빌,강동구,천호동,37.54700712226611,127.13895665191089
보람아파트,강동구,천호동,37.54824148152,127.12779660574134
부강아파트,강동구,천호동,37.547795503811955,127.12525875864289
브라운스톤암사아파트,강동구,천호동,37.54871944794687,127.12905126904576
삼익아파트,강동구,천호동,37.548575920328894,127.12847162757656
새롬트윈스아파트(A동),강동구,천호동,37.545563811422525,127.13964537023097
새롬트윈스아파트(B동),강동구,천호동,37.54554325569516,127.13950388401523
성원아파트,강동구,천호동,37.538683776707835,127.13421162112058
성인아파트,강동구,천호동,37.54776015515427,127.14215373468606
시티빌아파트,강동구,천호동,37.54244897565971,127.1235502456922
신동양빛여울아파트,강동구,천호동,37.546955502518244,127.14070035834663
신주아파트,강동구,천호동,37.5463172853854,127.127485527011
신주아파트(101동),강동구,천호동,37.54812528418376,127.12524459938925
신주아파트(102동),강동구,천호동,37.54817422695324,127.12497196015525
신주아파트(313),강동구,천호동,,
썬팰리스아파트,강동구,천호동,37.547606751416005,127.14084529742081
아스하임,강동구,천호동,37.5407556608486,127.123872195132
아크로파크,강동구,천호동,37.5453158217963,127.139827091947
엘림스퀘어II,강동구,천호동,,
용명브릿지아파트,강동구,천호동,37.547661237170104,127.14048780960499
우성,강동구,천호동,37.5497679445997,127.13881692627864
우정아파트,강동구,천호동,37.54417172079365,127.14120093475644
우정에쉐르(101동),강동구,천호동,37.53795018063926,127.13357781551916
우정에쉐르(102동),강동구,천호동,37.53794778705113,127.13330399593028
유원아파트,강동구,천호동,37.54876401536862,127.1278382365973
율전에버그린아파트,강동구,천호동,37.54198487763179,127.1390231429192
이연아마빌레(293-8),강동구,천호동,,
장방아파트,강동구,천호동,37.5471788194187,127.14005236687984
제일아파트,강동구,천호동,37.54443232644912,127.12755021108842
중앙하이츠,강동구,천호동,37.547424569344855,127.13000411681922
즈믄촌,강동구,천호동,37.54348774270702,127.12448888502146
지원G델타아파트,강동구,천호동,37.54188150492401,127.13804870567549
진넥스빌Ⅲ,강동구,천호동,,
집앤사스윗사이드아파트,강동구,천호동,37.54580379511357,127.12229972052593
창대캐슬,강동구,천호동,37.53829089577915,127.13104279127921
천호1차우림루미아트,강동구,천호동,37.544119453670014,127.13969359633668
천호2차우림루미아트,강동구,천호동,37.543065955815464,127.14064665507463
천호2차이룸아파트,강동구,천호동,37.542263065215465,127.13997301598556
천호KNP아파트,강동구,천호동,37.547698689293725,127.14156857273314
천호e-편한세상,강동구,천호동,37.54436727818855,127.12433645463754
천호네스빌,강동구,천호동,37.53870970259255,127.13359614259473
천호동1차예전이룸아파트,강동구,천호동,37.54316508636366,127.13910793734466
천호동삼성아파트,강동구,천호동,37.538718654878096,127.13523001553813
천호동이연아마빌레아파트,강동구,천호동,37.547371234602004,127.13259314949083
천호롯데아파트,강동구,천호동,37.54160557477485,127.13824055591232
천호엘크루,강동구,천호동,37.540161221404595,127.12451956225628
천호역마에스트로,강동구,천호동,37.5431307268771,127.124697627524
천호태영아파트,강동구,천호동,37.5381551145525,127.12998349640709
코오롱상가아파트,강동구,천호동,37.5341380629035,127.131963281396
태천와이드빌,강동구,천호동,37.54636700783451,127.13144166972283
태천해오름아파트,강동구,천호동,37.54192897721588,127.14057775906784
평대미진아파트,강동구,천호동,37.54978334691514,127.14102592992097
평대보민아파트,강동구,천호동,37.54891652640397,127.14257689854854
하이브2,강동구,천호동,37.5371937143488,127.13324721219333
한건브리앙아파트,강동구,천호동,37.542798018924024,127.12234233517138
한신아파트,강동구,천호동,37.54576852243732,127.13483537827223
현대아파트,강동구,천호동,37.538425906109225,127.13278097392035
현대코아아파트,강동구,천호동,37.53599933169301,127.13374065722265
현대프라자아파트,강동구,천호동,37.5369693556977,127.096150972608
현진리버파크,강동구,천호동,37.542162555103616,127.12084427984345
현진에스페랑스,강동구,천호동,37.53809279671996,127.13093382344292
형인허브빌,강동구,천호동,37.54890043584992,127.14096994805057
힐데스하임천호아파트,강동구,천호동,37.541814628417704,127.12614831596478
현대성우,강북구,도봉동,37.61720573576571,127.02210516787041
경남아너스빌,강북구,미아동,37.61523104067486,127.03570984295618
경남아너스빌(1356-0),강북구,미아동,,
그린힐빌라트,강북구,미아동,37.627154813024205,127.02873284486026
꿈의숲롯데캐슬,강북구,미아동,37.61727158277216,127.03635304266886
꿈의숲한신더휴,강북구,미아동,37.61979527674163,127.03320534258259
꿈의숲해링턴플레이스,강북구,미아동,37.61878583148684,127.0343885577369
동아하이빌14차,강북구,미아동,,
두산위브트레지움,강북구,미아동,37.61776520417838,127.01693126286317
두예파크빌,강북구,미아동,37.61550336529285,127.03787445416394
두원프라자,강북구,미아동,37.62274038493737,127.02700483027712
래미안트리베라1단지,강북구,미아동,37.613940803823745,127.0207269361348
미아1차래미안,강북구,미아동,37.62597822471401,127.01940716534453
미아동부센트레빌,강북구,미아동,37.61367673462308,127.02571037076964
미아신구,강북구,미아동,37.6267795520183,127.03052707812193
미아에스하임,강북구,미아동,37.6286946048522,127.024729969443
미아한일유앤아이,강북구,미아동,37.61482713146493,127.03657951183439
벽산라이브파크,강북구,미아동,37.6208003962173,127.011390667734
보람빌라트,강북구,미아동,37.62710804234778,127.02839977801048
북서울자이폴라리스(1단지),강북구,미아동,,
북서울자이폴라리스(2단지),강북구,미아동,,
북서울자이폴라리스(3단지),강북구,미아동,,
삼각산아이원,강북구,미아동,37.6155486176273,127.017981853747
삼성래미안트리베라2단지,강북구,미아동,37.61679327600874,127.02105053677946
성북프라자,강북구,미아동,37.62156562062528,127.02646069248539
송천센트레빌,강북구,미아동,37.61275409943253,127.025814252461
송천센트레빌(임대),강북구,미아동,,
스카이빌(8-87),강북구,미아동,,
신대상,강북구,미아동,37.6189696554785,127.031058517041
신일,강북구,미아동,37.6284127093673,127.028239411291
신일해피트리,강북구,미아동,37.625936025498916,127.0313015693095
에스케이북한산시티,강북구,미아동,37.6184432414034,127.013039501497
요진,강북구,미아동,37.63345491448717,127.0270132388054
월드,강북구,미아동,37.6213631304494,127.029292450784
월드빌라(311-10),강북구,미아동,,
이너스내안에,강북구,미아동,37.63269817204083,127.02663684073023
인성,강북구,미아동,37.62603140617549,127.0241615528501
젬스톤타운,강북구,미아동,37.6174058062062,127.0333843747812
태솔,강북구,미아동,37.6205124390797,127.029926439719
포르투나,강북구,미아동,37.6266637377709,127.014019687408
푸르지오시티,강북구,미아동,37.63415027101475,127.02377672063369
한솔드림빌,강북구,미아동,37.618863674564516,127.02975587474
한일,강북구,미아동,37.62661724680581,127.03101638641806
한화포레나미아,강북구,미아동,37.6197466103137,127.02162791756
헤리움,강북구,미아동,37.6323211309471,127.02445700975
현대(190-2),강북구,미아동,,
현대성우,강북구,미아동,37.61720573576571,127.02210516787041
현대캐슬,강북구,미아동,37.635493124366256,127.03921127839762
기산그린,강북구,번동,37.62749981288767,127.04367040977125
꿈의숲수림채,강북구,번동,,
다우(459-63),강북구,번동,,
더조은홈,강북구,번동,37.63575724900402,127.03286689452621
동문,강북구,번동,37.62395906363404,127.03809736871261
백운,강북구,번동,37.638481547314186,127.03055905717055
번동금호어울림,강북구,번동,37.630899089153786,127.03610364948366
번동솔그린,강북구,번동,37.62617867861673,127.03936724322294
번동완성주상복합아파트,강북구,번동,37.62472162545034,127.037071456529
번동한양아파트,강북구,번동,37.6263762833643,127.041161715409
빌드아르떼APT,강북구,번동,37.6348046347329,127.03383173643
삼성,강북구,번동,37.6413176891336,127.03116299346
센트로힐,강북구,번동,37.634628253078574,127.03615643567215
수유역두산위브1,강북구,번동,37.63583947229903,127.03201721694123
수유역두산위브2,강북구,번동,37.63567038195966,127.0309113859969
스카이캐슬,강북구,번동,37.636312405218,127.024895640055
신원,강북구,번동,37.62582775958146,127.04318685884921
쌍용,강북구,번동,37.637825179158696,127.03225372924713
아츠스테이수유점,강북구,번동,,
오동공원현대,강북구,번동,37.63150652866838,127.03552730439782
장원(101),강북구,번동,37.62459169030176,127.03768082817315
장원(503),강북구,번동,37.624298853997686,127.0377293897483
주공1단지,강북구,번동,37.6249505081745,127.04708766769457
주공4단지,강북구,번동,37.63085303453443,127.0392518896577
한솔솔파크,강북구,번동,37.62736094712756,127.03884223689319
한진,강북구,번동,37.624752433464806,127.04439604939776
해모로아파트,강북구,번동,37.626381101931116,127.0375186070962
현대(148-494),강북구,번동,,
현대꿈에그린,강북구,번동,37.62799740941625,127.04298420431924
효성네오인텔리안,강북구,번동,37.63867611831075,127.02703892196237
훼밀리힐,강북구,번동,37.62508386549267,127.03693343623327
FIRSTVIEW,강북구,수유동,37.64766015469602,127.01515676439453
JKapartment,강북구,수유동,,
경남아너스빌,강북구,수유동,37.6380000847317,127.024250401968
경원북한산휴그린,강북구,수유동,37.6460533277235,127.017826037715
골드빌,강북구,수유동,37.64759006406911,127.01363155684983
궁전,강북구,수유동,37.647249144520984,127.01636685843484
극동,강북구,수유동,37.6420563535934,127.012427250588
다경하이빌,강북구,수유동,37.6409926693672,127.026512902582
대성월드빌,강북구,수유동,37.63517872841702,127.02152136135676
대원쉐르빌(47-13),강북구,수유동,,
래미안수유,강북구,수유동,37.64470812300841,127.01806139822301
백두골드,강북구,수유동,37.64804112247979,127.02184688316405
부강쉐르빌,강북구,수유동,37.64614481391258,127.01424430430333
북한산네이처파크,강북구,수유동,37.64625518009087,127.00988071891511
북한산스카이뷰아파트,강북구,수유동,37.6461353921154,127.0093549408679
삼성빌리지(223-14),강북구,수유동,,
삼성쉐르빌(50-31),강북구,수유동,,
삼성타운,강북구,수유동,37.64261433423312,127.01740711874785
성덕,강북구,수유동,37.63302354258351,127.02167594833878
세영,강북구,수유동,37.6361380341361,127.01755175917
수유다우아트리체,강북구,수유동,37.64824036696487,127.01532005447916
수유벽산1차,강북구,수유동,37.64237983415892,127.01898993640044
수유벽산2차,강북구,수유동,37.643435959788924,127.0178888640008
수유삼호,강북구,수유동,37.63169695199485,127.02345079988356
수유시그니티,강북구,수유동,37.6322988798251,127.023099790649
수유아름채,강북구,수유동,37.6347291708445,127.021333164505
수유역하이씨티,강북구,수유동,37.63200977917983,127.02250040043987
수유프리미어엠,강북구,수유동,37.63434609894958,127.02216349201248
수유현대,강북구,수유동,37.64541802235419,127.01855106811985
썬힐하우스,강북구,수유동,,
어반레프대원,강북구,수유동,37.6338840435195,127.02585328195477
영남,강북구,수유동,37.6388396427132,127.025016581029
예도팔라티움,강북구,수유동,37.638511185452444,127.02304166527573
오페라하우스,강북구,수유동,37.62462395722956,127.01355939500584
우암센스뷰,강북구,수유동,37.637783891008716,127.02404186314502
은석,강북구,수유동,37.64893954120252,127.01523407863966
은진,강북구,수유동,37.64392283810345,127.0154324751828
정원,강북구,수유동,37.6465935286508,127.014037029931
진명,강북구,수유동,37.6431103416753,127.024863916685
진안골드밸리,강북구,수유동,37.6455408362247,127.00809146078909
청솔,강북구,수유동,37.64693533748201,127.01817524955568
청솔(269-25),강북구,수유동,,
칸타빌수유팰리스,강북구,수유동,37.6420335288756,127.025503728674
크라운빌,강북구,수유동,37.6393655125626,127.026417151899
태솔에버빌,강북구,수유동,37.6316289613634,127.020872325801
태솔캡슬,강북구,수유동,37.63277483162302,127.02188659647132
태솔타운,강북구,수유동,,
태솔타워,강북구,수유동,37.6324972445789,127.022331745161
파크(가),강북구,수유동,37.59695676108445,127.06263093793252
파크(나),강북구,수유동,,
포엠빌,강북구,수유동,37.640523550523916,127.02517010375364
풍산쉐르빌A동,강북구,수유동,,
프롬하우징,강북구,수유동,,
한솔힐스빌,강북구,수유동,37.62066527540256,127.0312064762
한원힐트리움수유,강북구,수유동,37.6445683528225,127.023802702657
현대맨션(52-27),강북구,수유동,,
형인휴아름,강북구,수유동,37.63839331911261,127.02219301896268
화계맨숀,강북구,수유동,37.633735474400844,127.014869572834
훼밀리,강북구,수유동,37.63833357831481,127.01150664290242
다인플레움,강북구,우이동,37.65870477230376,127.01191550725852
대우,강북구,우이동,37.65549374076784,127.01121577865528
두온리치벨리,강북구,우이동,37.66260046734636,127.01331016071708
북한산굿모닝,강북구,우이동,37.662101467971596,127.01196365089409
북한산노블리스빌,강북구,우이동,37.652642218001766,127.0102600562638
성원그린(103동),강북구,우이동,37.65135098280056,127.01162650260102
성원상떼빌,강북구,우이동,37.66183096882426,127.01383589617905
가양1차보람더하임,강서구,가양동,,
가양2단지(성지),강서구,가양동,37.57041674787212,126.84714016116638
가양6단지,강서구,가양동,37.56323020308249,126.85929280899492
가양강나루현대,강서구,가양동,37.5607550796946,126.85697045634281
가양도시개발9-2단지,강서구,가양동,,
가양우성,강서구,가양동,37.562229320530854,126.85419690538471
강나루2현대,강서구,가양동,,
강변,강서구,가양동,37.56521522448027,126.85566705807918
강서한강월드메르디앙,강서구,가양동,37.569849583139174,126.84404883176789
강서한강자이,강서구,가양동,37.56624478062903,126.84895972005735
대림경동아파트,강서구,가양동,37.566348466387105,126.85403041152964
동신대아,강서구,가양동,37.57217323107033,126.84335573944188
디아이빌101동,강서구,가양동,37.57189960140464,126.83953361144073
디아이빌102동,강서구,가양동,37.571744109571604,126.83981354386518
마곡보타닉,강서구,가양동,37.571013235535396,126.83836845420149
보광드림타운,강서구,가양동,37.56049001753224,126.85832460654603
빛고을우방,강서구,가양동,37.5601075445282,126.85794957210088
일신건영휴먼빌,강서구,가양동,37.56891729849286,126.84219892782083
중앙하이츠,강서구,가양동,37.569791486743874,126.8492649763875
한강타운,강서구,가양동,37.57138611385956,126.84498743003442
한림타운,강서구,가양동,37.570945240236924,126.84137963311761
한보구암마을,강서구,가양동,37.56809723323131,126.84896503500646
향교,강서구,가양동,37.5730911256815,126.839835562738
공항동부센트레빌,강서구,공항동,37.561063287038316,126.80810478844201
더트루엘마곡HQ,강서구,공항동,37.56130676420385,126.81500940161725
발쿠치네하우스,강서구,공항동,37.5596453813341,126.809937406348
송정제이빌101동,강서구,공항동,,
송정제이빌102동,강서구,공항동,,
스카이,강서구,공항동,37.562228278988954,126.81373380918332
장미,강서구,공항동,37.556708072560504,126.8138573304198
청성스카이,강서구,공항동,37.56247472559131,126.81289450341971
해태,강서구,공항동,37.56367490333814,126.8157924500495
A.G.S.드림,강서구,내발산동,,
강서월드메르디앙,강서구,내발산동,37.55686666500421,126.84301204387229
강성레스트빌아파트,강서구,내발산동,37.54988148038583,126.834611758959
광남캐스빌,강서구,내발산동,37.550658887308735,126.83579262584499
광성금강,강서구,내발산동,37.548716129987035,126.83371355588316
그린씨티,강서구,내발산동,37.54965248149059,126.83322713179713
길성그랑프리텔,강서구,내발산동,37.5516357377581,126.839188902044
낙원연립재건축조합아파트,강서구,내발산동,37.551024342285324,126.83489554500608
내발산우신웨스트빌,강서구,내발산동,37.55345044689663,126.83794465720125
내츄럴1차,강서구,내발산동,37.55142018302601,126.83191724423298
내츄럴2차,강서구,내발산동,37.55176029025865,126.83285577200445
내츄럴4차아파트,강서구,내발산동,37.5526605272001,126.832319603783
내츄럴아파트3차,강서구,내발산동,37.552238417925075,126.8320082047508
다울,강서구,내발산동,37.553281833670404,126.83850974043978
다울아크로빌,강서구,내발산동,37.54834252411451,126.83457442078439
덕현중앙타워빌,강서구,내발산동,37.5527513435797,126.83799596540108
롯데1차,강서구,내발산동,37.554125050655884,126.8410803033173
롯데2,강서구,내발산동,37.5640748404144,126.801818623284
마곡수명산파크1단지,강서구,내발산동,37.55437660917771,126.83020624000031
마곡수명산파크2단지,강서구,내발산동,37.55450594637768,126.82744002766401
마곡수명산파크3단지,강서구,내발산동,37.552819164769616,126.8249134524411
마곡수명산파크4단지,강서구,내발산동,37.55123468662581,126.82335092981924
마곡수명산파크5단지,강서구,내발산동,37.55140212822092,126.82690398173058
마곡수명산파크6단지,강서구,내발산동,37.55036965968804,126.8257294477695
마곡수명산파크7단지,강서구,내발산동,37.54829652294917,126.82274226031494
마곡에이치밸리움,강서구,내발산동,37.5571277059268,126.844185129185
명덕,강서구,내발산동,37.5539047148767,126.835458440435
명진에버그린,강서구,내발산동,37.5501438334595,126.83344557753755
문국,강서구,내발산동,37.55157730454164,126.83536170651959
보람,강서구,내발산동,37.55072815932713,126.83251065697634
보람하이빌,강서구,내발산동,37.55072815932713,126.83251065697634
삼대,강서구,내발산동,37.55279055247994,126.8331545012842
새신아,강서구,내발산동,37.552499015916055,126.84060844714098
센터스퀘어발산,강서구,내발산동,37.557866909562,126.84109499216
수명산태송팰리채,강서구,내발산동,37.55270233058134,126.83130551515664
수산오성,강서구,내발산동,37.54871452536403,126.8351394139516
신세계,강서구,내발산동,37.554805543307495,126.8405899540455
신세계(697-5),강서구,내발산동,,
신세계3차101동,강서구,내발산동,,
신세계4차,강서구,내발산동,37.55491570245281,126.83943536050336
신세계5차,강서구,내발산동,37.55348215604167,126.83872999021516
예스빌,강서구,내발산동,37.552783511982334,126.83263620201737
우장산동문디이스트,강서구,내발산동,37.5495694182794,126.833744477932
우장산신일해피트리,강서구,내발산동,37.5496422087015,126.832335418773
우장산월드메르디앙,강서구,내발산동,37.55438427424342,126.83823235448733
우장산타워빌,강서구,내발산동,37.55193012049468,126.83835082690086
우장산태승훼미리,강서구,내발산동,37.5541709864835,126.840401177881
우장산힐스테이트,강서구,내발산동,37.55629539035237,126.83896612119196
원다벨라빌,강서구,내발산동,37.5536090289372,126.84059702947758
원당,강서구,내발산동,37.55731720349475,126.84236599504919
유니드,강서구,내발산동,37.550231201940676,126.83215303486978
이너스101동,강서구,내발산동,37.55286477292943,126.83148961501435
이너스102동,강서구,내발산동,37.55288675668374,126.83174193318963
제이월드에메랄드,강서구,내발산동,37.55313690783675,126.84059803504027
쥴리앙,강서구,내발산동,,
진한연립,강서구,내발산동,37.54921287566909,126.83456570747369
천우네오젠,강서구,내발산동,37.554759963687594,126.83887209707031
천우네오젠(693),강서구,내발산동,,
천우네오젠5차,강서구,내발산동,,
천우네오젠6차,강서구,내발산동,,
천우네오젠아파트,강서구,내발산동,37.554759963687594,126.83887209707031
천우명덕,강서구,내발산동,37.55304732148704,126.83506762691326
천우캐슬,강서구,내발산동,37.55163258979641,126.8368938724553
청솔101동,강서구,내발산동,37.551314678297246,126.83962754812552
청솔102동,강서구,내발산동,37.55187004273404,126.83988551247977
청솔샤르망1001동,강서구,내발산동,37.55282984381176,126.83873705428847
청솔샤르망1002동,강서구,내발산동,37.55317697229163,126.83891624632128
청솔샤르망1003동,강서구,내발산동,37.5537402836024,126.83905423378458
청솔샤르망1004동,강서구,내발산동,37.55319303518315,126.83946395374608
청솔수(711-6),강서구,내발산동,,
청솔숲속마을101동,강서구,내발산동,37.551314678297246,126.83962754812552
청솔숲속마을102동,강서구,내발산동,37.55187004273404,126.83988551247977
청솔파인힐(736-0),강서구,내발산동,,
청솔해오름,강서구,내발산동,37.5565107482891,126.8436737317055
타워힐101동,강서구,내발산동,37.5527513435797,126.83799596540108
태승훼미리,강서구,내발산동,37.548267627119145,126.83513700333636
태승훼미리2,강서구,내발산동,,
태승훼미리3차,강서구,내발산동,37.55136185152991,126.83144886362366
태승훼미리아파트5차,강서구,내발산동,37.54777794506604,126.8329008762074
태일,강서구,내발산동,37.5520673912414,126.83339489813031
한서1차,강서구,내발산동,,
한서2차APT,강서구,내발산동,37.55010377982824,126.83379421534163
한서3차,강서구,내발산동,37.55246366272648,126.83391572382835
